at,Year_Month_Date,content,score,compound
2025-12-02 21:44:42,2025-12-02,mine keeps bugging up I tried to log in but keeps showing the loading screen and game play screen,1,0.4767
2025-12-04 15:40:25,2025-12-04,i cant load to the game i tried a couple of times but still not laod up fix this problem this is why i gave it one stars,1,-0.6355
2025-12-04 14:44:49,2025-12-04,"Having issue logging in, apps keep crashing pls fix",1,0.0772
2025-06-16 21:25:40,2025-06-16,I used to enjoy this game and spend quite a lot just to catch up. But the game has been going downhill for a while. They keep introducing new overpowered characters as new meta. Older well build characters cannot even finish endgame content consistently. New story has been very weird and confusing. Cutscenes are terrible. Developer never listened to players. I am no longer willing to support this game.,1,-0.5974
2025-08-13 10:48:40,2025-08-13,The story has redeemed itself thankfully from the previous patches. They added semi-skip buttons but it needs to be added to side missions and older missions as those are still a slog to go through but this will do for now.,4,0.3716
2025-07-15 00:18:20,2025-07-15,why the game don't even let me login in my game account it showing wrong password every time I log in and annoying thing is i already have changed password word 4 time already plz fix this issue it happens a month ago and it it doesn't let me login in so I deleted it thought server might be bown but now it happens again.,1,-0.4118
2025-11-11 06:07:47,2025-11-11,I lost my account and I can't log in anymore. I'm never touching this game anymore!,1,-0.3802
2025-11-10 22:26:12,2025-11-10,you cant change the main char that make me dissapoint to my first mistake and the there to much Letter that make me sleepy and Powercreep it just to much. please dont make same mistake like me and dont play this game,1,-0.2584
2025-11-12 13:34:30,2025-11-12,"Story has been good, Character buffs too slow. Over a year since a new 4 star character which means your banner value worsened. Fate event was mixed at best, GREAT units BAD execution. characters have utility locked by sig lightcones and E1-2 Remembrance 4 lightcones are badly designed. Global passives still concerning. customer service for bug reporting is also aweful and dont engage with the issue presented.",1,0.4703
2023-06-11 00:10:13,2023-06-11,"It's a fun game and I enjoy it very much! But lately, there's been bugs and lags. I couldn't log in anymore because it keeps saying error. Plus, I compared my loading screen with my friend's to find out the train in my screen is out of sight, so does the rock at the bottom. I'm guessing it's a glitch after the update. Either way, I hope it'll be fixed soon! I love this game sm!",3,0.8392
2025-01-30 04:04:18,2025-01-30,"Idk, if this a pattern between Honkai games, but I feel like no matter how much I play the game, my characters don't feel like they become stronger. The game requires you to exert too much effort just to reward little. Just playing and seeing my character do little damage is tiring, my attention span can't take it. Edit: demoted to 1-star, because, wth is up with your endgame? It's literally unbeatable for F2Ps.",1,0.8187
2025-07-13 22:20:11,2025-07-13,"You guys are lazy, I don't mind reusing assets but it gets to the point. You're here to deliver a story but I feel like I have to imagine everything myself Animations, locations, make the game engaging and PLEASE make the writing engaging and fix timeline and character inconsistencies and contradictions like dan heng in ampho and how the nameless operate where it is their choice of freedom",1,0.9617
2025-08-16 01:16:07,2025-08-16,"Said it several times in the feedback feed, now I'm going to do the same here. Current v 3.5 is littered with bugs, especially critical issues in loading screen Some are stuck in the loading screen when they're doing the new quest including the current side quest (Chrysos Maze Grand Restaurant) there's even one instance that the login screen itself got a serious bug Please investigate deeply and release a patch accordingly so we can continue playing nicely, thank you",1,0.7655
2025-08-25 07:35:09,2025-08-25,"powercreep, lack of events, and keeps repeating it , even if you only play for the story, just the same three dialogue animations. i dont want to skip it, but It's hard to bear it. and terrible relic drops.",1,-0.7014
2025-08-17 00:09:32,2025-08-17,"since after the Update Version 3.5 I never got to install this game directly here on google play, for some unknown reason, I checked android updates even all google services, checked syatem requirements (thought it might be it cause its a Note 8 Pro from Redmi) so its a bit outdated but still runs this game fine. The only issue is 'can't install app' issue on google play. Surprised i got it this installed thru thlrd party download and seriously thought I had to buy a new phone just for this",1,0.8705
2025-11-11 04:14:34,2025-11-11,"Compliments stop at having nice animations and character designs. This isn't even a turn based game, just a simulation. No overbearing mechanics to play by, just characters you have, you have done zero research on what a turn based game should be. Lackluster events, the minigames are fine but there is nothing to do with the actual game. Most of the time there aren't many either. The story dialogue isn't appealing in the slightest. Dialogue scenes are completely emotionless and expressionless. Ew",1,0.3919
2025-07-15 22:59:20,2025-07-15,"Fate fans, don't play this game. The Fate stay night: unlimited badeworks Collab was a massive disappointment. The laziness throughout this Collab was VERY noticeable. You know what hurts too? The fate Collab was in development for a whole year!! This game had a lot of problems already like powercreep, dialogue bloat, poor storytelling(don't get me wrong the story is good but the story telling for this game is horrible). And they decided to implement all those awful things into the Fate Collab.",1,-0.8283
2025-05-05 02:29:16,2025-05-05,"Castorice's story was a fitting farewell in many ways, as I move on from this game. It's just no longer fun. The powercreep, the aggressive monetization, the stagnant gameplay and lazy difficulty through HP inflation, the ever dropping quality of the main quest filled with dull, mind-numbing rambling repetitive dialogue. It's devolved over time into a soulless corporate cash-grab. They're simply prioritising engagement and mtx, and don't care about the quality of experience.",1,-0.7736
2023-05-23 11:16:45,2023-05-23,Was looking forward to playing it but after downloading everything I got an error code 10013 and I can't be bothered clearing the cache and data and re-download everything again. Edit: Got in the game by simply letting the game reload by pressing ok on the error pop up. Played for a bit and its a bit laggy on my phone but playable. Only complaint so far is the login issue and hopefully it would be resolved on later updates.,3,0.5335
